name,Gun,Knife,Wrench,Pliers,Scissors
N068403,-1,-1,-1,-1,-1
N068422,-1,-1,-1,-1,-1
N068452,-1,-1,-1,-1,-1
N068455,-1,-1,-1,-1,-1
N068500,-1,-1,-1,-1,-1
N068513,-1,-1,-1,-1,-1
N068585,-1,-1,-1,-1,-1
N068604,-1,-1,-1,-1,-1
N068672,-1,-1,-1,-1,-1
N068736,-1,-1,-1,-1,-1
N068761,-1,-1,-1,-1,-1
N068806,-1,-1,-1,-1,-1
N068838,-1,-1,-1,-1,-1
N068908,-1,-1,-1,-1,-1
N069001,-1,-1,-1,-1,-1
N069031,-1,-1,-1,-1,-1
N069069,-1,-1,-1,-1,-1
N069072,-1,-1,-1,-1,-1
N069094,-1,-1,-1,-1,-1
N069111,-1,-1,-1,-1,-1
N069132,-1,-1,-1,-1,-1
N069148,-1,-1,-1,-1,-1
N069164,-1,-1,-1,-1,-1
N069214,-1,-1,-1,-1,-1
N069219,-1,-1,-1,-1,-1
N069231,-1,-1,-1,-1,-1
N069262,-1,-1,-1,-1,-1
N069322,-1,-1,-1,-1,-1
N069340,-1,-1,-1,-1,-1
N069391,-1,-1,-1,-1,-1
N069460,-1,-1,-1,-1,-1
N069494,-1,-1,-1,-1,-1
N069535,-1,-1,-1,-1,-1
N069552,-1,-1,-1,-1,-1
N069570,-1,-1,-1,-1,-1
N069621,-1,-1,-1,-1,-1
N069642,-1,-1,-1,-1,-1
N069691,-1,-1,-1,-1,-1
N069693,-1,-1,-1,-1,-1
N069725,-1,-1,-1,-1,-1
N069770,-1,-1,-1,-1,-1
N069779,-1,-1,-1,-1,-1
N069792,-1,-1,-1,-1,-1
N069818,-1,-1,-1,-1,-1
N069851,-1,-1,-1,-1,-1
N069884,-1,-1,-1,-1,-1
N069901,-1,-1,-1,-1,-1
N069936,-1,-1,-1,-1,-1
N070037,-1,-1,-1,-1,-1
N070045,-1,-1,-1,-1,-1
N070149,-1,-1,-1,-1,-1
N070177,-1,-1,-1,-1,-1
N070192,-1,-1,-1,-1,-1
N070209,-1,-1,-1,-1,-1
N070237,-1,-1,-1,-1,-1
N070280,-1,-1,-1,-1,-1
N070299,-1,-1,-1,-1,-1
N070315,-1,-1,-1,-1,-1
N070383,-1,-1,-1,-1,-1
N070384,-1,-1,-1,-1,-1
N070405,-1,-1,-1,-1,-1
N070419,-1,-1,-1,-1,-1
N070443,-1,-1,-1,-1,-1
N070446,-1,-1,-1,-1,-1
N070474,-1,-1,-1,-1,-1
N070486,-1,-1,-1,-1,-1
N070539,-1,-1,-1,-1,-1
N070541,-1,-1,-1,-1,-1
N070571,-1,-1,-1,-1,-1
N070574,-1,-1,-1,-1,-1
N070584,-1,-1,-1,-1,-1
N070635,-1,-1,-1,-1,-1
N070640,-1,-1,-1,-1,-1
N070653,-1,-1,-1,-1,-1
N070728,-1,-1,-1,-1,-1
N070846,-1,-1,-1,-1,-1
N070856,-1,-1,-1,-1,-1
N070873,-1,-1,-1,-1,-1
N070906,-1,-1,-1,-1,-1
N070909,-1,-1,-1,-1,-1
N070945,-1,-1,-1,-1,-1
N070952,-1,-1,-1,-1,-1
N070964,-1,-1,-1,-1,-1
N070988,-1,-1,-1,-1,-1
N071017,-1,-1,-1,-1,-1
N071099,-1,-1,-1,-1,-1
N071145,-1,-1,-1,-1,-1
N071243,-1,-1,-1,-1,-1
N071296,-1,-1,-1,-1,-1
N071297,-1,-1,-1,-1,-1
N071338,-1,-1,-1,-1,-1
N071352,-1,-1,-1,-1,-1
N071355,-1,-1,-1,-1,-1
N071412,-1,-1,-1,-1,-1
N071413,-1,-1,-1,-1,-1
N071449,-1,-1,-1,-1,-1
N071463,-1,-1,-1,-1,-1
N071468,-1,-1,-1,-1,-1
N071558,-1,-1,-1,-1,-1
N071579,-1,-1,-1,-1,-1
N071609,-1,-1,-1,-1,-1
N071657,-1,-1,-1,-1,-1
N071681,-1,-1,-1,-1,-1
N071698,-1,-1,-1,-1,-1
N071740,-1,-1,-1,-1,-1
N071741,-1,-1,-1,-1,-1
N071746,-1,-1,-1,-1,-1
N071801,-1,-1,-1,-1,-1
N071811,-1,-1,-1,-1,-1
N071818,-1,-1,-1,-1,-1
N071853,-1,-1,-1,-1,-1
N071889,-1,-1,-1,-1,-1
N071892,-1,-1,-1,-1,-1
N071900,-1,-1,-1,-1,-1
N072011,-1,-1,-1,-1,-1
N072017,-1,-1,-1,-1,-1
N072058,-1,-1,-1,-1,-1
N072104,-1,-1,-1,-1,-1
N072112,-1,-1,-1,-1,-1
N072198,-1,-1,-1,-1,-1
N072287,-1,-1,-1,-1,-1
N072292,-1,-1,-1,-1,-1
N072309,-1,-1,-1,-1,-1
N072315,-1,-1,-1,-1,-1
N072318,-1,-1,-1,-1,-1
N072336,-1,-1,-1,-1,-1
N072345,-1,-1,-1,-1,-1
N072363,-1,-1,-1,-1,-1
N072398,-1,-1,-1,-1,-1
N072438,-1,-1,-1,-1,-1
N072457,-1,-1,-1,-1,-1
N072461,-1,-1,-1,-1,-1
N072469,-1,-1,-1,-1,-1
N072555,-1,-1,-1,-1,-1
N072600,-1,-1,-1,-1,-1
N072602,-1,-1,-1,-1,-1
N072631,-1,-1,-1,-1,-1
N072638,-1,-1,-1,-1,-1
N072666,-1,-1,-1,-1,-1
N072682,-1,-1,-1,-1,-1
N072711,-1,-1,-1,-1,-1
N072757,-1,-1,-1,-1,-1
N072792,-1,-1,-1,-1,-1
N072820,-1,-1,-1,-1,-1
N072918,-1,-1,-1,-1,-1
N072964,-1,-1,-1,-1,-1
N072974,-1,-1,-1,-1,-1
N073107,-1,-1,-1,-1,-1
N073112,-1,-1,-1,-1,-1
N073135,-1,-1,-1,-1,-1
N073150,-1,-1,-1,-1,-1
N073167,-1,-1,-1,-1,-1
N073193,-1,-1,-1,-1,-1
N073200,-1,-1,-1,-1,-1
N073225,-1,-1,-1,-1,-1
N073228,-1,-1,-1,-1,-1
N073416,-1,-1,-1,-1,-1
N073451,-1,-1,-1,-1,-1
N073464,-1,-1,-1,-1,-1
N073521,-1,-1,-1,-1,-1
N073523,-1,-1,-1,-1,-1
N073536,-1,-1,-1,-1,-1
N073543,-1,-1,-1,-1,-1
N073556,-1,-1,-1,-1,-1
N073562,-1,-1,-1,-1,-1
N073598,-1,-1,-1,-1,-1
N073609,-1,-1,-1,-1,-1
N073615,-1,-1,-1,-1,-1
N073627,-1,-1,-1,-1,-1
N073670,-1,-1,-1,-1,-1
N073689,-1,-1,-1,-1,-1
N073844,-1,-1,-1,-1,-1
N073857,-1,-1,-1,-1,-1
N073889,-1,-1,-1,-1,-1
N074094,-1,-1,-1,-1,-1
N074096,-1,-1,-1,-1,-1
N074172,-1,-1,-1,-1,-1
N074218,-1,-1,-1,-1,-1
N074346,-1,-1,-1,-1,-1
N074370,-1,-1,-1,-1,-1
N074372,-1,-1,-1,-1,-1
N074382,-1,-1,-1,-1,-1
N074441,-1,-1,-1,-1,-1
N074443,-1,-1,-1,-1,-1
N074469,-1,-1,-1,-1,-1
N074644,-1,-1,-1,-1,-1
N074668,-1,-1,-1,-1,-1
N074681,-1,-1,-1,-1,-1
N074705,-1,-1,-1,-1,-1
N074711,-1,-1,-1,-1,-1
N074724,-1,-1,-1,-1,-1
N074757,-1,-1,-1,-1,-1
N074796,-1,-1,-1,-1,-1
N074822,-1,-1,-1,-1,-1
N074856,-1,-1,-1,-1,-1
N074878,-1,-1,-1,-1,-1
N074895,-1,-1,-1,-1,-1
N074900,-1,-1,-1,-1,-1
N074926,-1,-1,-1,-1,-1
N075002,-1,-1,-1,-1,-1
N075011,-1,-1,-1,-1,-1
N075022,-1,-1,-1,-1,-1
N075030,-1,-1,-1,-1,-1
N075046,-1,-1,-1,-1,-1
N075047,-1,-1,-1,-1,-1
N075052,-1,-1,-1,-1,-1
N075055,-1,-1,-1,-1,-1
N075069,-1,-1,-1,-1,-1
N075074,-1,-1,-1,-1,-1
N075077,-1,-1,-1,-1,-1
N075242,-1,-1,-1,-1,-1
N075278,-1,-1,-1,-1,-1
N075373,-1,-1,-1,-1,-1
N075378,-1,-1,-1,-1,-1
N075409,-1,-1,-1,-1,-1
N075417,-1,-1,-1,-1,-1
N075453,-1,-1,-1,-1,-1
N075505,-1,-1,-1,-1,-1
N075559,-1,-1,-1,-1,-1
N075565,-1,-1,-1,-1,-1
N075567,-1,-1,-1,-1,-1
N075632,-1,-1,-1,-1,-1
N075633,-1,-1,-1,-1,-1
N075669,-1,-1,-1,-1,-1
N075682,-1,-1,-1,-1,-1
N075736,-1,-1,-1,-1,-1
N075747,-1,-1,-1,-1,-1
N075781,-1,-1,-1,-1,-1
N075803,-1,-1,-1,-1,-1
N075818,-1,-1,-1,-1,-1
N075822,-1,-1,-1,-1,-1
N075853,-1,-1,-1,-1,-1
N075891,-1,-1,-1,-1,-1
N075898,-1,-1,-1,-1,-1
N075906,-1,-1,-1,-1,-1
N076017,-1,-1,-1,-1,-1
N076071,-1,-1,-1,-1,-1
N076103,-1,-1,-1,-1,-1
N076108,-1,-1,-1,-1,-1
N076109,-1,-1,-1,-1,-1
N076129,-1,-1,-1,-1,-1
N076205,-1,-1,-1,-1,-1
N076246,-1,-1,-1,-1,-1
N076424,-1,-1,-1,-1,-1
N076439,-1,-1,-1,-1,-1
N076453,-1,-1,-1,-1,-1
N076544,-1,-1,-1,-1,-1
N076680,-1,-1,-1,-1,-1
N076688,-1,-1,-1,-1,-1
N076717,-1,-1,-1,-1,-1
N076782,-1,-1,-1,-1,-1
N076792,-1,-1,-1,-1,-1
N076819,-1,-1,-1,-1,-1
N076827,-1,-1,-1,-1,-1
N076828,-1,-1,-1,-1,-1
N076863,-1,-1,-1,-1,-1
N076867,-1,-1,-1,-1,-1
N076897,-1,-1,-1,-1,-1
N076902,-1,-1,-1,-1,-1
N076904,-1,-1,-1,-1,-1
N076905,-1,-1,-1,-1,-1
N076925,-1,-1,-1,-1,-1
N076941,-1,-1,-1,-1,-1
N076953,-1,-1,-1,-1,-1
N076961,-1,-1,-1,-1,-1
N077013,-1,-1,-1,-1,-1
N077078,-1,-1,-1,-1,-1
N077152,-1,-1,-1,-1,-1
N077195,-1,-1,-1,-1,-1
N077209,-1,-1,-1,-1,-1
N077270,-1,-1,-1,-1,-1
N077297,-1,-1,-1,-1,-1
N077339,-1,-1,-1,-1,-1
N077344,-1,-1,-1,-1,-1
N077352,-1,-1,-1,-1,-1
N077365,-1,-1,-1,-1,-1
N077371,-1,-1,-1,-1,-1
N077388,-1,-1,-1,-1,-1
N077421,-1,-1,-1,-1,-1
N077422,-1,-1,-1,-1,-1
N077428,-1,-1,-1,-1,-1
N077461,-1,-1,-1,-1,-1
N077469,-1,-1,-1,-1,-1
N077507,-1,-1,-1,-1,-1
N077546,-1,-1,-1,-1,-1
N077549,-1,-1,-1,-1,-1
N077631,-1,-1,-1,-1,-1
N077654,-1,-1,-1,-1,-1
N077681,-1,-1,-1,-1,-1
N077746,-1,-1,-1,-1,-1
N077752,-1,-1,-1,-1,-1
N077753,-1,-1,-1,-1,-1
N077788,-1,-1,-1,-1,-1
N077801,-1,-1,-1,-1,-1
N077840,-1,-1,-1,-1,-1
N077876,-1,-1,-1,-1,-1
N077878,-1,-1,-1,-1,-1
N077933,-1,-1,-1,-1,-1
N077961,-1,-1,-1,-1,-1
N077979,-1,-1,-1,-1,-1
N078035,-1,-1,-1,-1,-1
N078118,-1,-1,-1,-1,-1
N078122,-1,-1,-1,-1,-1
N078162,-1,-1,-1,-1,-1
N078182,-1,-1,-1,-1,-1
N078203,-1,-1,-1,-1,-1
N078386,-1,-1,-1,-1,-1
N078395,-1,-1,-1,-1,-1
N078401,-1,-1,-1,-1,-1
N078404,-1,-1,-1,-1,-1
N078416,-1,-1,-1,-1,-1
N078424,-1,-1,-1,-1,-1
N078497,-1,-1,-1,-1,-1
N078521,-1,-1,-1,-1,-1
N078564,-1,-1,-1,-1,-1
N078574,-1,-1,-1,-1,-1
N078587,-1,-1,-1,-1,-1
N078604,-1,-1,-1,-1,-1
N078658,-1,-1,-1,-1,-1
N078659,-1,-1,-1,-1,-1
N078701,-1,-1,-1,-1,-1
N078722,-1,-1,-1,-1,-1
N078800,-1,-1,-1,-1,-1
N078821,-1,-1,-1,-1,-1
N078990,-1,-1,-1,-1,-1
N079113,-1,-1,-1,-1,-1
N079142,-1,-1,-1,-1,-1
N079246,-1,-1,-1,-1,-1
N079282,-1,-1,-1,-1,-1
N079287,-1,-1,-1,-1,-1
N079290,-1,-1,-1,-1,-1
N079356,-1,-1,-1,-1,-1
N079360,-1,-1,-1,-1,-1
N079361,-1,-1,-1,-1,-1
N079372,-1,-1,-1,-1,-1
N079409,-1,-1,-1,-1,-1
N079494,-1,-1,-1,-1,-1
N079658,-1,-1,-1,-1,-1
N079680,-1,-1,-1,-1,-1
N079716,-1,-1,-1,-1,-1
N079765,-1,-1,-1,-1,-1
N079767,-1,-1,-1,-1,-1
N079770,-1,-1,-1,-1,-1
N079832,-1,-1,-1,-1,-1
N079923,-1,-1,-1,-1,-1
N079924,-1,-1,-1,-1,-1
N079980,-1,-1,-1,-1,-1
N080011,-1,-1,-1,-1,-1
N080057,-1,-1,-1,-1,-1
N080092,-1,-1,-1,-1,-1
N080164,-1,-1,-1,-1,-1
N080198,-1,-1,-1,-1,-1
N080295,-1,-1,-1,-1,-1
N080332,-1,-1,-1,-1,-1
N080358,-1,-1,-1,-1,-1
N080383,-1,-1,-1,-1,-1
N080393,-1,-1,-1,-1,-1
N080457,-1,-1,-1,-1,-1
N080480,-1,-1,-1,-1,-1
N080499,-1,-1,-1,-1,-1
N080534,-1,-1,-1,-1,-1
N080554,-1,-1,-1,-1,-1
N080584,-1,-1,-1,-1,-1
N080585,-1,-1,-1,-1,-1
N080598,-1,-1,-1,-1,-1
N080608,-1,-1,-1,-1,-1
N080651,-1,-1,-1,-1,-1
N080662,-1,-1,-1,-1,-1
N080664,-1,-1,-1,-1,-1
N080698,-1,-1,-1,-1,-1
N080743,-1,-1,-1,-1,-1
N080805,-1,-1,-1,-1,-1
N080816,-1,-1,-1,-1,-1
N080889,-1,-1,-1,-1,-1
N080923,-1,-1,-1,-1,-1
N080942,-1,-1,-1,-1,-1
N080953,-1,-1,-1,-1,-1
N081049,-1,-1,-1,-1,-1
N081093,-1,-1,-1,-1,-1
N081102,-1,-1,-1,-1,-1
N081133,-1,-1,-1,-1,-1
N081178,-1,-1,-1,-1,-1
N081200,-1,-1,-1,-1,-1
N081202,-1,-1,-1,-1,-1
N081209,-1,-1,-1,-1,-1
N081213,-1,-1,-1,-1,-1
N081235,-1,-1,-1,-1,-1
N081313,-1,-1,-1,-1,-1
N081320,-1,-1,-1,-1,-1
N081329,-1,-1,-1,-1,-1
N081338,-1,-1,-1,-1,-1
N081356,-1,-1,-1,-1,-1
N081361,-1,-1,-1,-1,-1
N081366,-1,-1,-1,-1,-1
N081368,-1,-1,-1,-1,-1
N081397,-1,-1,-1,-1,-1
N081475,-1,-1,-1,-1,-1
N081547,-1,-1,-1,-1,-1
N081614,-1,-1,-1,-1,-1
N081633,-1,-1,-1,-1,-1
N081635,-1,-1,-1,-1,-1
N081660,-1,-1,-1,-1,-1
N081688,-1,-1,-1,-1,-1
N081734,-1,-1,-1,-1,-1
N081856,-1,-1,-1,-1,-1
N081906,-1,-1,-1,-1,-1
N081910,-1,-1,-1,-1,-1
N081931,-1,-1,-1,-1,-1
N081940,-1,-1,-1,-1,-1
N081941,-1,-1,-1,-1,-1
N081976,-1,-1,-1,-1,-1
N081981,-1,-1,-1,-1,-1
N081998,-1,-1,-1,-1,-1
N082019,-1,-1,-1,-1,-1
N082065,-1,-1,-1,-1,-1
N082074,-1,-1,-1,-1,-1
N082087,-1,-1,-1,-1,-1
N082140,-1,-1,-1,-1,-1
N082154,-1,-1,-1,-1,-1
N082307,-1,-1,-1,-1,-1
N082382,-1,-1,-1,-1,-1
N082389,-1,-1,-1,-1,-1
N082473,-1,-1,-1,-1,-1
N082491,-1,-1,-1,-1,-1
N082506,-1,-1,-1,-1,-1
N082521,-1,-1,-1,-1,-1
N082596,-1,-1,-1,-1,-1
N082643,-1,-1,-1,-1,-1
N082645,-1,-1,-1,-1,-1
N082649,-1,-1,-1,-1,-1
N082654,-1,-1,-1,-1,-1
N082678,-1,-1,-1,-1,-1
N082689,-1,-1,-1,-1,-1
N082705,-1,-1,-1,-1,-1
N082777,-1,-1,-1,-1,-1
N082779,-1,-1,-1,-1,-1
N082802,-1,-1,-1,-1,-1
N082846,-1,-1,-1,-1,-1
N082848,-1,-1,-1,-1,-1
N082862,-1,-1,-1,-1,-1
N082870,-1,-1,-1,-1,-1
N082896,-1,-1,-1,-1,-1
N082923,-1,-1,-1,-1,-1
N082984,-1,-1,-1,-1,-1
N083020,-1,-1,-1,-1,-1
N083174,-1,-1,-1,-1,-1
N083234,-1,-1,-1,-1,-1
N083248,-1,-1,-1,-1,-1
N083255,-1,-1,-1,-1,-1
N083434,-1,-1,-1,-1,-1
N083450,-1,-1,-1,-1,-1
N083485,-1,-1,-1,-1,-1
N083489,-1,-1,-1,-1,-1
N083533,-1,-1,-1,-1,-1
N083591,-1,-1,-1,-1,-1
N083593,-1,-1,-1,-1,-1
N083595,-1,-1,-1,-1,-1
N083602,-1,-1,-1,-1,-1
N083623,-1,-1,-1,-1,-1
N083627,-1,-1,-1,-1,-1
N083671,-1,-1,-1,-1,-1
N083731,-1,-1,-1,-1,-1
N083734,-1,-1,-1,-1,-1
N083784,-1,-1,-1,-1,-1
N083786,-1,-1,-1,-1,-1
N083806,-1,-1,-1,-1,-1
N083816,-1,-1,-1,-1,-1
N083862,-1,-1,-1,-1,-1
N083872,-1,-1,-1,-1,-1
N083930,-1,-1,-1,-1,-1
N083938,-1,-1,-1,-1,-1
N083944,-1,-1,-1,-1,-1
N083960,-1,-1,-1,-1,-1
N084027,-1,-1,-1,-1,-1
N084113,-1,-1,-1,-1,-1
N084159,-1,-1,-1,-1,-1
N084182,-1,-1,-1,-1,-1
N084223,-1,-1,-1,-1,-1
N084261,-1,-1,-1,-1,-1
N084274,-1,-1,-1,-1,-1
N084307,-1,-1,-1,-1,-1
N084314,-1,-1,-1,-1,-1
N084317,-1,-1,-1,-1,-1
N084324,-1,-1,-1,-1,-1
N084408,-1,-1,-1,-1,-1
N084481,-1,-1,-1,-1,-1
N084500,-1,-1,-1,-1,-1
N084576,-1,-1,-1,-1,-1
N084578,-1,-1,-1,-1,-1
N084588,-1,-1,-1,-1,-1
N084644,-1,-1,-1,-1,-1
N084657,-1,-1,-1,-1,-1
N084673,-1,-1,-1,-1,-1
N084689,-1,-1,-1,-1,-1
N084710,-1,-1,-1,-1,-1
N084780,-1,-1,-1,-1,-1
N084789,-1,-1,-1,-1,-1
N084918,-1,-1,-1,-1,-1
N084927,-1,-1,-1,-1,-1
N084953,-1,-1,-1,-1,-1
N084966,-1,-1,-1,-1,-1
N084991,-1,-1,-1,-1,-1
N085017,-1,-1,-1,-1,-1
N085020,-1,-1,-1,-1,-1
N085043,-1,-1,-1,-1,-1
N085142,-1,-1,-1,-1,-1
N085209,-1,-1,-1,-1,-1
N085228,-1,-1,-1,-1,-1
N085256,-1,-1,-1,-1,-1
N085271,-1,-1,-1,-1,-1
N085278,-1,-1,-1,-1,-1
N085298,-1,-1,-1,-1,-1
N085377,-1,-1,-1,-1,-1
N085424,-1,-1,-1,-1,-1
N085442,-1,-1,-1,-1,-1
N085467,-1,-1,-1,-1,-1
N085482,-1,-1,-1,-1,-1
N085514,-1,-1,-1,-1,-1
N085528,-1,-1,-1,-1,-1
N085546,-1,-1,-1,-1,-1
N085584,-1,-1,-1,-1,-1
N085620,-1,-1,-1,-1,-1
N085635,-1,-1,-1,-1,-1
N085664,-1,-1,-1,-1,-1
N085686,-1,-1,-1,-1,-1
N085692,-1,-1,-1,-1,-1
N085734,-1,-1,-1,-1,-1
N085852,-1,-1,-1,-1,-1
N085854,-1,-1,-1,-1,-1
N085856,-1,-1,-1,-1,-1
N085881,-1,-1,-1,-1,-1
N085936,-1,-1,-1,-1,-1
N085946,-1,-1,-1,-1,-1
N086036,-1,-1,-1,-1,-1
N086061,-1,-1,-1,-1,-1
N086186,-1,-1,-1,-1,-1
N086191,-1,-1,-1,-1,-1
N086214,-1,-1,-1,-1,-1
N086225,-1,-1,-1,-1,-1
N086237,-1,-1,-1,-1,-1
N086268,-1,-1,-1,-1,-1
N086273,-1,-1,-1,-1,-1
N086377,-1,-1,-1,-1,-1
N086378,-1,-1,-1,-1,-1
N086427,-1,-1,-1,-1,-1
N086450,-1,-1,-1,-1,-1
N086512,-1,-1,-1,-1,-1
N086516,-1,-1,-1,-1,-1
N086523,-1,-1,-1,-1,-1
N086527,-1,-1,-1,-1,-1
N086549,-1,-1,-1,-1,-1
N086552,-1,-1,-1,-1,-1
N086709,-1,-1,-1,-1,-1
N086745,-1,-1,-1,-1,-1
N086770,-1,-1,-1,-1,-1
N086792,-1,-1,-1,-1,-1
N086799,-1,-1,-1,-1,-1
N086814,-1,-1,-1,-1,-1
N086870,-1,-1,-1,-1,-1
N086876,-1,-1,-1,-1,-1
N086878,-1,-1,-1,-1,-1
N086893,-1,-1,-1,-1,-1
N086957,-1,-1,-1,-1,-1
N086958,-1,-1,-1,-1,-1
N086968,-1,-1,-1,-1,-1
N086991,-1,-1,-1,-1,-1
N087102,-1,-1,-1,-1,-1
N087105,-1,-1,-1,-1,-1
N087127,-1,-1,-1,-1,-1
N087144,-1,-1,-1,-1,-1
N087156,-1,-1,-1,-1,-1
N087187,-1,-1,-1,-1,-1
N087236,-1,-1,-1,-1,-1
N087353,-1,-1,-1,-1,-1
N087385,-1,-1,-1,-1,-1
N087400,-1,-1,-1,-1,-1
N087431,-1,-1,-1,-1,-1
N087444,-1,-1,-1,-1,-1
N087445,-1,-1,-1,-1,-1
N087570,-1,-1,-1,-1,-1
N087574,-1,-1,-1,-1,-1
N087623,-1,-1,-1,-1,-1
N087664,-1,-1,-1,-1,-1
N087694,-1,-1,-1,-1,-1
N087706,-1,-1,-1,-1,-1
N087718,-1,-1,-1,-1,-1
N087741,-1,-1,-1,-1,-1
N087756,-1,-1,-1,-1,-1
N087791,-1,-1,-1,-1,-1
N087814,-1,-1,-1,-1,-1
N087923,-1,-1,-1,-1,-1
N087955,-1,-1,-1,-1,-1
N088013,-1,-1,-1,-1,-1
N088045,-1,-1,-1,-1,-1
N088064,-1,-1,-1,-1,-1
N088106,-1,-1,-1,-1,-1
N088133,-1,-1,-1,-1,-1
N088254,-1,-1,-1,-1,-1
N088315,-1,-1,-1,-1,-1
N088326,-1,-1,-1,-1,-1
N088353,-1,-1,-1,-1,-1
N088371,-1,-1,-1,-1,-1
N088376,-1,-1,-1,-1,-1
N088421,-1,-1,-1,-1,-1
N088468,-1,-1,-1,-1,-1
N088507,-1,-1,-1,-1,-1
N088562,-1,-1,-1,-1,-1
N088593,-1,-1,-1,-1,-1
N088608,-1,-1,-1,-1,-1
N088626,-1,-1,-1,-1,-1
N088720,-1,-1,-1,-1,-1
N088727,-1,-1,-1,-1,-1
N088730,-1,-1,-1,-1,-1
N088791,-1,-1,-1,-1,-1
N088808,-1,-1,-1,-1,-1
N088813,-1,-1,-1,-1,-1
N088841,-1,-1,-1,-1,-1
N088842,-1,-1,-1,-1,-1
N088899,-1,-1,-1,-1,-1
N088951,-1,-1,-1,-1,-1
N088956,-1,-1,-1,-1,-1
N089013,-1,-1,-1,-1,-1
N089019,-1,-1,-1,-1,-1
N089054,-1,-1,-1,-1,-1
N089062,-1,-1,-1,-1,-1
N089102,-1,-1,-1,-1,-1
N089124,-1,-1,-1,-1,-1
N089171,-1,-1,-1,-1,-1
N089191,-1,-1,-1,-1,-1
N089223,-1,-1,-1,-1,-1
N089242,-1,-1,-1,-1,-1
N089292,-1,-1,-1,-1,-1
N089353,-1,-1,-1,-1,-1
N089355,-1,-1,-1,-1,-1
N089440,-1,-1,-1,-1,-1
N089459,-1,-1,-1,-1,-1
N089548,-1,-1,-1,-1,-1
N089621,-1,-1,-1,-1,-1
N089667,-1,-1,-1,-1,-1
N089685,-1,-1,-1,-1,-1
N089721,-1,-1,-1,-1,-1
N089773,-1,-1,-1,-1,-1
N089781,-1,-1,-1,-1,-1
N089860,-1,-1,-1,-1,-1
N089906,-1,-1,-1,-1,-1
N089909,-1,-1,-1,-1,-1
N089971,-1,-1,-1,-1,-1
N089998,-1,-1,-1,-1,-1
N090034,-1,-1,-1,-1,-1
N090154,-1,-1,-1,-1,-1
N090192,-1,-1,-1,-1,-1
N090275,-1,-1,-1,-1,-1
N090284,-1,-1,-1,-1,-1
N090345,-1,-1,-1,-1,-1
N090351,-1,-1,-1,-1,-1
N090394,-1,-1,-1,-1,-1
N090410,-1,-1,-1,-1,-1
N090427,-1,-1,-1,-1,-1
N090456,-1,-1,-1,-1,-1
N090500,-1,-1,-1,-1,-1
N090605,-1,-1,-1,-1,-1
N090625,-1,-1,-1,-1,-1
N090626,-1,-1,-1,-1,-1
N090761,-1,-1,-1,-1,-1
N090772,-1,-1,-1,-1,-1
N090782,-1,-1,-1,-1,-1
N090795,-1,-1,-1,-1,-1
N090808,-1,-1,-1,-1,-1
N090890,-1,-1,-1,-1,-1
N090898,-1,-1,-1,-1,-1
N090974,-1,-1,-1,-1,-1
N091000,-1,-1,-1,-1,-1
N091029,-1,-1,-1,-1,-1
N091031,-1,-1,-1,-1,-1
N091060,-1,-1,-1,-1,-1
N091066,-1,-1,-1,-1,-1
N091152,-1,-1,-1,-1,-1
N091260,-1,-1,-1,-1,-1
N091267,-1,-1,-1,-1,-1
N091285,-1,-1,-1,-1,-1
N091291,-1,-1,-1,-1,-1
N091359,-1,-1,-1,-1,-1
N091384,-1,-1,-1,-1,-1
N091428,-1,-1,-1,-1,-1
N091508,-1,-1,-1,-1,-1
N091520,-1,-1,-1,-1,-1
N091527,-1,-1,-1,-1,-1
N091531,-1,-1,-1,-1,-1
N091541,-1,-1,-1,-1,-1
N091545,-1,-1,-1,-1,-1
N091570,-1,-1,-1,-1,-1
N091603,-1,-1,-1,-1,-1
N091633,-1,-1,-1,-1,-1
N091678,-1,-1,-1,-1,-1
N091703,-1,-1,-1,-1,-1
N091759,-1,-1,-1,-1,-1
N091775,-1,-1,-1,-1,-1
N091777,-1,-1,-1,-1,-1
N091810,-1,-1,-1,-1,-1
N091818,-1,-1,-1,-1,-1
N091841,-1,-1,-1,-1,-1
N091968,-1,-1,-1,-1,-1
N091980,-1,-1,-1,-1,-1
N092088,-1,-1,-1,-1,-1
N092099,-1,-1,-1,-1,-1
N092101,-1,-1,-1,-1,-1
N092111,-1,-1,-1,-1,-1
N092135,-1,-1,-1,-1,-1
N092147,-1,-1,-1,-1,-1
N092189,-1,-1,-1,-1,-1
N092266,-1,-1,-1,-1,-1
N092281,-1,-1,-1,-1,-1
N092326,-1,-1,-1,-1,-1
N092373,-1,-1,-1,-1,-1
N092455,-1,-1,-1,-1,-1
N092460,-1,-1,-1,-1,-1
N092532,-1,-1,-1,-1,-1
N092579,-1,-1,-1,-1,-1
N092602,-1,-1,-1,-1,-1
N092619,-1,-1,-1,-1,-1
N092630,-1,-1,-1,-1,-1
N092640,-1,-1,-1,-1,-1
N092644,-1,-1,-1,-1,-1
N092666,-1,-1,-1,-1,-1
N092692,-1,-1,-1,-1,-1
N092698,-1,-1,-1,-1,-1
N092723,-1,-1,-1,-1,-1
N092725,-1,-1,-1,-1,-1
N092738,-1,-1,-1,-1,-1
N092747,-1,-1,-1,-1,-1
N092771,-1,-1,-1,-1,-1
N092824,-1,-1,-1,-1,-1
N092882,-1,-1,-1,-1,-1
N092892,-1,-1,-1,-1,-1
N092966,-1,-1,-1,-1,-1
